Date,SKU_ID,Warehouse_ID,Supplier_ID,Region,Units_Sold,Inventory_Level,Supplier_Lead_Time_Days,Reorder_Point,Order_Quantity,Unit_Cost,Unit_Price,Promotion_Flag,Stockout_Flag,Demand_Forecast
2024-02-22,SKU_24,WH_2,SUP_7,West,36,758,5,365,0,19.69,29.64,1,0,33.45
2024-02-23,SKU_24,WH_3,SUP_3,South,25,212,10,209,0,10.59,15.15,0,0,23.79
2024-02-23,SKU_24,WH_4,SUP_3,East,30,616,13,301,0,7.11,12.19,0,0,30.89
2024-02-23,SKU_24,WH_5,SUP_4,West,19,567,7,313,0,7.27,12.17,0,0,20.12
2024-02-23,SKU_24,WH_2,SUP_7,West,33,725,5,365,0,19.69,29.64,1,0,30.9
2024-02-23,SKU_24,WH_1,SUP_2,South,21,643,2,288,0,6.14,10.22,0,0,20.95
2024-02-24,SKU_24,WH_3,SUP_3,East,26,186,10,209,0,10.59,15.15,0,0,30.0
2024-02-24,SKU_24,WH_1,SUP_2,North,12,631,2,288,0,6.14,10.22,0,0,11.11
2024-02-24,SKU_24,WH_4,SUP_3,North,28,588,13,301,0,7.11,12.19,0,0,30.09
2024-02-24,SKU_24,WH_5,SUP_4,North,40,527,7,313,0,7.27,12.17,1,0,41.88
2024-02-24,SKU_24,WH_2,SUP_7,West,28,697,5,365,0,19.69,29.64,0,0,28.49
2024-02-25,SKU_24,WH_3,SUP_3,North,28,448,10,209,290,10.59,15.15,0,0,28.9
2024-02-25,SKU_24,WH_5,SUP_4,North,29,498,7,313,0,7.27,12.17,0,0,33.34
2024-02-25,SKU_24,WH_2,SUP_7,North,23,674,5,365,0,19.69,29.64,0,0,24.49
2024-02-25,SKU_24,WH_1,SUP_2,East,28,603,2,288,0,6.14,10.22,0,0,22.5
2024-02-25,SKU_24,WH_4,SUP_3,West,30,558,13,301,0,7.11,12.19,0,0,28.39
2024-02-26,SKU_24,WH_3,SUP_3,South,23,425,10,209,0,10.59,15.15,0,0,20.34
2024-02-26,SKU_24,WH_2,SUP_7,East,26,648,5,365,0,19.69,29.64,0,0,24.28
2024-02-26,SKU_24,WH_5,SUP_4,South,26,472,7,313,0,7.27,12.17,0,0,27.56
2024-02-26,SKU_24,WH_4,SUP_3,East,33,525,13,301,0,7.11,12.19,1,0,31.39
2024-02-26,SKU_24,WH_1,SUP_2,West,30,573,2,288,0,6.14,10.22,0,0,27.46
2024-02-27,SKU_24,WH_4,SUP_3,North,28,497,13,301,0,7.11,12.19,0,0,27.02
2024-02-27,SKU_24,WH_5,SUP_4,North,32,440,7,313,0,7.27,12.17,0,0,29.82
2024-02-27,SKU_24,WH_2,SUP_7,North,21,627,5,365,0,19.69,29.64,0,0,23.8
2024-02-27,SKU_24,WH_3,SUP_3,East,29,396,10,209,0,10.59,15.15,0,0,30.21
2024-02-27,SKU_24,WH_1,SUP_2,East,33,540,2,288,0,6.14,10.22,0,0,29.37
2024-02-28,SKU_24,WH_2,SUP_7,West,35,592,5,365,0,19.69,29.64,0,0,36.96
2024-02-28,SKU_24,WH_4,SUP_3,North,27,470,13,301,0,7.11,12.19,0,0,22.98
2024-02-28,SKU_24,WH_5,SUP_4,South,27,413,7,313,0,7.27,12.17,0,0,24.85
2024-02-28,SKU_24,WH_1,SUP_2,North,25,515,2,288,0,6.14,10.22,0,0,26.97
2024-02-28,SKU_24,WH_3,SUP_3,West,31,365,10,209,0,10.59,15.15,0,0,33.35
2024-02-29,SKU_24,WH_1,SUP_2,East,18,497,2,288,0,6.14,10.22,0,0,16.35
2024-02-29,SKU_24,WH_4,SUP_3,East,26,444,13,301,0,7.11,12.19,0,0,25.58
2024-02-29,SKU_24,WH_2,SUP_7,East,35,557,5,365,0,19.69,29.64,0,0,37.05
2024-02-29,SKU_24,WH_5,SUP_4,North,30,383,7,313,0,7.27,12.17,0,0,32.77
2024-02-29,SKU_24,WH_3,SUP_3,East,30,335,10,209,0,10.59,15.15,0,0,26.23
2024-03-01,SKU_24,WH_4,SUP_3,North,40,404,13,301,0,7.11,12.19,0,0,38.89
2024-03-01,SKU_24,WH_3,SUP_3,West,30,305,10,209,0,10.59,15.15,0,0,35.02
2024-03-01,SKU_24,WH_2,SUP_7,North,22,535,5,365,0,19.69,29.64,0,0,18.25
2024-03-01,SKU_24,WH_5,SUP_4,South,33,350,7,313,0,7.27,12.17,0,0,37.43
2024-03-01,SKU_24,WH_1,SUP_2,North,35,462,2,288,0,6.14,10.22,0,0,36.51
2024-03-02,SKU_24,WH_4,SUP_3,West,24,380,13,301,0,7.11,12.19,0,0,25.33
2024-03-02,SKU_24,WH_1,SUP_2,North,23,439,2,288,0,6.14,10.22,1,0,21.04
2024-03-02,SKU_24,WH_2,SUP_7,West,35,500,5,365,0,19.69,29.64,0,0,38.03
2024-03-02,SKU_24,WH_5,SUP_4,East,17,333,7,313,0,7.27,12.17,0,0,18.26
2024-03-02,SKU_24,WH_3,SUP_3,North,27,278,10,209,0,10.59,15.15,0,0,28.96
2024-03-03,SKU_24,WH_1,SUP_2,North,26,413,2,288,0,6.14,10.22,1,0,23.52
2024-03-03,SKU_24,WH_3,SUP_3,South,26,252,10,209,0,10.59,15.15,0,0,23.42
2024-03-03,SKU_24,WH_4,SUP_3,South,31,349,13,301,0,7.11,12.19,0,0,31.17
2024-03-03,SKU_24,WH_2,SUP_7,East,30,470,5,365,0,19.69,29.64,0,0,27.9
2024-03-03,SKU_24,WH_5,SUP_4,North,24,309,7,313,0,7.27,12.17,0,0,21.68
2024-03-04,SKU_24,WH_5,SUP_4,East,23,645,7,313,359,7.27,12.17,0,0,20.68
2024-03-04,SKU_24,WH_3,SUP_3,West,35,217,10,209,0,10.59,15.15,0,0,32.83
2024-03-04,SKU_24,WH_1,SUP_2,West,31,382,2,288,0,6.14,10.22,0,0,36.09
2024-03-04,SKU_24,WH_2,SUP_7,North,27,443,5,365,0,19.69,29.64,0,0,21.39
2024-03-04,SKU_24,WH_4,SUP_3,South,30,319,13,301,0,7.11,12.19,0,0,33.29
2024-03-05,SKU_24,WH_1,SUP_2,West,33,349,2,288,0,6.14,10.22,0,0,33.4
2024-03-05,SKU_24,WH_2,SUP_7,North,27,416,5,365,0,19.69,29.64,0,0,31.68
2024-03-05,SKU_24,WH_3,SUP_3,East,31,186,10,209,0,10.59,15.15,0,0,29.5
2024-03-05,SKU_24,WH_4,SUP_3,East,29,290,13,301,0,7.11,12.19,0,0,29.42
2024-03-05,SKU_24,WH_5,SUP_4,North,24,621,7,313,0,7.27,12.17,0,0,28.26
2024-03-06,SKU_24,WH_5,SUP_4,West,17,604,7,313,0,7.27,12.17,0,0,16.69
2024-03-06,SKU_24,WH_2,SUP_7,West,38,378,5,365,0,19.69,29.64,0,0,36.16
2024-03-06,SKU_24,WH_4,SUP_3,North,29,462,13,301,201,7.11,12.19,0,0,30.93
2024-03-06,SKU_24,WH_1,SUP_2,South,31,318,2,288,0,6.14,10.22,0,0,27.97
2024-03-06,SKU_24,WH_3,SUP_3,South,25,595,10,209,434,10.59,15.15,0,0,26.58
2024-03-07,SKU_24,WH_2,SUP_7,North,33,345,5,365,0,19.69,29.64,0,0,31.1
2024-03-07,SKU_24,WH_4,SUP_3,North,26,436,13,301,0,7.11,12.19,0,0,28.55
2024-03-07,SKU_24,WH_3,SUP_3,East,29,566,10,209,0,10.59,15.15,0,0,23.55
2024-03-07,SKU_24,WH_1,SUP_2,East,37,281,2,288,0,6.14,10.22,1,0,36.57
2024-03-07,SKU_24,WH_5,SUP_4,West,29,575,7,313,0,7.27,12.17,0,0,30.4
2024-03-08,SKU_24,WH_1,SUP_2,South,39,733,2,288,491,6.14,10.22,1,0,34.58
2024-03-08,SKU_24,WH_2,SUP_7,East,29,770,5,365,454,19.69,29.64,0,0,26.67
2024-03-08,SKU_24,WH_3,SUP_3,South,30,536,10,209,0,10.59,15.15,0,0,26.18
2024-03-08,SKU_24,WH_5,SUP_4,North,28,547,7,313,0,7.27,12.17,0,0,29.54
2024-03-08,SKU_24,WH_4,SUP_3,West,29,407,13,301,0,7.11,12.19,0,0,32.43
2024-03-09,SKU_24,WH_5,SUP_4,East,30,517,7,313,0,7.27,12.17,0,0,32.69
2024-03-09,SKU_24,WH_1,SUP_2,East,34,699,2,288,0,6.14,10.22,0,0,30.47
2024-03-09,SKU_24,WH_2,SUP_7,West,27,743,5,365,0,19.69,29.64,0,0,27.99
2024-03-09,SKU_24,WH_3,SUP_3,South,21,515,10,209,0,10.59,15.15,0,0,19.1
2024-03-09,SKU_24,WH_4,SUP_3,East,33,374,13,301,0,7.11,12.19,0,0,35.47
2024-03-10,SKU_24,WH_2,SUP_7,North,25,718,5,365,0,19.69,29.64,0,0,24.38
2024-03-10,SKU_24,WH_5,SUP_4,North,32,485,7,313,0,7.27,12.17,0,0,33.5
2024-03-10,SKU_24,WH_4,SUP_3,South,21,353,13,301,0,7.11,12.19,0,0,26.83
2024-03-10,SKU_24,WH_1,SUP_2,North,32,667,2,288,0,6.14,10.22,0,0,26.39
2024-03-10,SKU_24,WH_3,SUP_3,North,33,482,10,209,0,10.59,15.15,0,0,33.59
2024-03-11,SKU_24,WH_1,SUP_2,North,35,632,2,288,0,6.14,10.22,0,0,37.89
2024-03-11,SKU_24,WH_4,SUP_3,North,23,330,13,301,0,7.11,12.19,0,0,24.83
2024-03-11,SKU_24,WH_5,SUP_4,South,25,460,7,313,0,7.27,12.17,0,0,25.5
2024-03-11,SKU_24,WH_2,SUP_7,North,31,687,5,365,0,19.69,29.64,0,0,35.42
2024-03-11,SKU_24,WH_3,SUP_3,West,36,446,10,209,0,10.59,15.15,0,0,34.74
2024-03-12,SKU_24,WH_2,SUP_7,South,34,653,5,365,0,19.69,29.64,0,0,32.51
2024-03-12,SKU_24,WH_4,SUP_3,West,33,297,13,301,0,7.11,12.19,0,0,30.98
2024-03-12,SKU_24,WH_5,SUP_4,South,33,427,7,313,0,7.27,12.17,0,0,34.07
2024-03-12,SKU_24,WH_3,SUP_3,South,29,417,10,209,0,10.59,15.15,0,0,29.06
2024-03-12,SKU_24,WH_1,SUP_2,North,20,612,2,288,0,6.14,10.22,0,0,18.85
2024-03-13,SKU_24,WH_4,SUP_3,South,48,553,13,301,304,7.11,12.19,1,0,46.08
2024-03-13,SKU_24,WH_2,SUP_7,East,33,620,5,365,0,19.69,29.64,0,0,31.06
2024-03-13,SKU_24,WH_3,SUP_3,North,30,387,10,209,0,10.59,15.15,0,0,30.17
2024-03-13,SKU_24,WH_5,SUP_4,South,36,391,7,313,0,7.27,12.17,0,0,34.87
2024-03-13,SKU_24,WH_1,SUP_2,West,35,577,2,288,0,6.14,10.22,0,0,35.52
2024-03-14,SKU_24,WH_2,SUP_7,East,27,593,5,365,0,19.69,29.64,0,0,31.61
2024-03-14,SKU_24,WH_3,SUP_3,South,35,352,10,209,0,10.59,15.15,0,0,34.58
2024-03-14,SKU_24,WH_1,SUP_2,West,27,550,2,288,0,6.14,10.22,0,0,21.4
2024-03-14,SKU_24,WH_4,SUP_3,South,36,517,13,301,0,7.11,12.19,1,0,35.94
2024-03-14,SKU_24,WH_5,SUP_4,West,32,359,7,313,0,7.27,12.17,1,0,28.36
2024-03-15,SKU_24,WH_4,SUP_3,North,34,483,13,301,0,7.11,12.19,0,0,33.4
2024-03-15,SKU_24,WH_1,SUP_2,North,35,515,2,288,0,6.14,10.22,0,0,35.58
2024-03-15,SKU_24,WH_2,SUP_7,West,26,567,5,365,0,19.69,29.64,0,0,27.91
2024-03-15,SKU_24,WH_3,SUP_3,West,29,323,10,209,0,10.59,15.15,0,0,26.38
2024-03-15,SKU_24,WH_5,SUP_4,West,33,326,7,313,0,7.27,12.17,0,0,34.57
2024-03-16,SKU_24,WH_5,SUP_4,South,33,293,7,313,0,7.27,12.17,0,0,24.76
2024-03-16,SKU_24,WH_3,SUP_3,South,32,291,10,209,0,10.59,15.15,0,0,33.66
2024-03-16,SKU_24,WH_4,SUP_3,North,21,462,13,301,0,7.11,12.19,0,0,15.56
2024-03-16,SKU_24,WH_1,SUP_2,East,35,480,2,288,0,6.14,10.22,0,0,37.24
2024-03-16,SKU_24,WH_2,SUP_7,North,28,539,5,365,0,19.69,29.64,0,0,26.36
2024-03-17,SKU_24,WH_3,SUP_3,South,28,263,10,209,0,10.59,15.15,0,0,30.16
2024-03-17,SKU_24,WH_4,SUP_3,South,31,431,13,301,0,7.11,12.19,0,0,29.03
2024-03-17,SKU_24,WH_2,SUP_7,East,21,518,5,365,0,19.69,29.64,0,0,19.82
2024-03-17,SKU_24,WH_1,SUP_2,North,28,452,2,288,0,6.14,10.22,0,0,30.28
2024-03-17,SKU_24,WH_5,SUP_4,North,26,599,7,313,332,7.27,12.17,0,0,22.84
2024-03-18,SKU_24,WH_4,SUP_3,East,25,406,13,301,0,7.11,12.19,0,0,24.98
2024-03-18,SKU_24,WH_5,SUP_4,West,26,573,7,313,0,7.27,12.17,0,0,31.92
2024-03-18,SKU_24,WH_3,SUP_3,West,45,218,10,209,0,10.59,15.15,1,0,54.01
2024-03-18,SKU_24,WH_2,SUP_7,West,39,479,5,365,0,19.69,29.64,0,0,46.4
2024-03-18,SKU_24,WH_1,SUP_2,East,31,421,2,288,0,6.14,10.22,0,0,32.77
2024-03-19,SKU_24,WH_1,SUP_2,West,41,380,2,288,0,6.14,10.22,1,0,36.98
2024-03-19,SKU_24,WH_4,SUP_3,South,22,384,13,301,0,7.11,12.19,0,0,27.25
2024-03-19,SKU_24,WH_5,SUP_4,West,23,550,7,313,0,7.27,12.17,0,0,27.45
2024-03-19,SKU_24,WH_3,SUP_3,North,24,194,10,209,0,10.59,15.15,0,0,26.45
2024-03-19,SKU_24,WH_2,SUP_7,West,32,447,5,365,0,19.69,29.64,0,0,33.9
2024-03-20,SKU_24,WH_4,SUP_3,North,31,353,13,301,0,7.11,12.19,0,0,25.78
2024-03-20,SKU_24,WH_5,SUP_4,South,26,524,7,313,0,7.27,12.17,0,0,21.56
2024-03-20,SKU_24,WH_3,SUP_3,North,35,443,10,209,284,10.59,15.15,0,0,27.31
2024-03-20,SKU_24,WH_1,SUP_2,South,25,355,2,288,0,6.14,10.22,0,0,23.92
2024-03-20,SKU_24,WH_2,SUP_7,South,23,424,5,365,0,19.69,29.64,0,0,26.56
2024-03-21,SKU_24,WH_2,SUP_7,North,19,405,5,365,0,19.69,29.64,0,0,21.68
2024-03-21,SKU_24,WH_1,SUP_2,North,27,328,2,288,0,6.14,10.22,0,0,25.92
2024-03-21,SKU_24,WH_3,SUP_3,West,37,406,10,209,0,10.59,15.15,1,0,31.89
2024-03-21,SKU_24,WH_4,SUP_3,North,27,326,13,301,0,7.11,12.19,0,0,29.21
2024-03-21,SKU_24,WH_5,SUP_4,West,34,490,7,313,0,7.27,12.17,0,0,34.07
2024-03-22,SKU_24,WH_3,SUP_3,West,23,383,10,209,0,10.59,15.15,0,0,20.41
2024-03-22,SKU_24,WH_1,SUP_2,South,46,282,2,288,0,6.14,10.22,1,0,42.64
2024-03-22,SKU_24,WH_2,SUP_7,North,25,380,5,365,0,19.69,29.64,0,0,25.01
2024-03-22,SKU_24,WH_5,SUP_4,South,29,461,7,313,0,7.27,12.17,0,0,27.57
2024-03-22,SKU_24,WH_4,SUP_3,West,24,302,13,301,0,7.11,12.19,0,0,14.63
2024-03-23,SKU_24,WH_2,SUP_7,West,31,349,5,365,0,19.69,29.64,0,0,30.62
2024-03-23,SKU_24,WH_5,SUP_4,East,44,417,7,313,0,7.27,12.17,1,0,40.47
2024-03-23,SKU_24,WH_1,SUP_2,North,28,635,2,288,381,6.14,10.22,0,0,24.54
2024-03-23,SKU_24,WH_3,SUP_3,West,36,347,10,209,0,10.59,15.15,1,0,33.49
2024-03-23,SKU_24,WH_4,SUP_3,West,37,265,13,301,0,7.11,12.19,0,0,34.69
2024-03-24,SKU_24,WH_2,SUP_7,South,33,739,5,365,423,19.69,29.64,0,0,32.35
2024-03-24,SKU_24,WH_5,SUP_4,South,28,389,7,313,0,7.27,12.17,0,0,32.75
2024-03-24,SKU_24,WH_1,SUP_2,North,31,604,2,288,0,6.14,10.22,0,0,28.65
2024-03-24,SKU_24,WH_3,SUP_3,West,34,313,10,209,0,10.59,15.15,0,0,35.09
2024-03-24,SKU_24,WH_4,SUP_3,North,29,691,13,301,455,7.11,12.19,0,0,29.62
2024-03-25,SKU_24,WH_2,SUP_7,South,29,710,5,365,0,19.69,29.64,0,0,30.48
2024-03-25,SKU_24,WH_3,SUP_3,West,30,283,10,209,0,10.59,15.15,0,0,32.3
2024-03-25,SKU_24,WH_1,SUP_2,East,27,577,2,288,0,6.14,10.22,0,0,25.34
2024-03-25,SKU_24,WH_5,SUP_4,South,30,359,7,313,0,7.27,12.17,0,0,31.6
2024-03-25,SKU_24,WH_4,SUP_3,West,27,664,13,301,0,7.11,12.19,0,0,24.79
2024-03-26,SKU_24,WH_4,SUP_3,South,31,633,13,301,0,7.11,12.19,0,0,28.6
2024-03-26,SKU_24,WH_2,SUP_7,East,23,687,5,365,0,19.69,29.64,0,0,26.3
2024-03-26,SKU_24,WH_3,SUP_3,South,27,256,10,209,0,10.59,15.15,0,0,25.37
2024-03-26,SKU_24,WH_5,SUP_4,East,29,330,7,313,0,7.27,12.17,0,0,24.17
2024-03-26,SKU_24,WH_1,SUP_2,East,35,542,2,288,0,6.14,10.22,0,0,37.6
2024-03-27,SKU_24,WH_2,SUP_7,West,28,659,5,365,0,19.69,29.64,0,0,25.09
2024-03-27,SKU_24,WH_4,SUP_3,South,35,598,13,301,0,7.11,12.19,0,0,42.33
2024-03-27,SKU_24,WH_5,SUP_4,East,26,304,7,313,0,7.27,12.17,0,0,21.36
2024-03-27,SKU_24,WH_3,SUP_3,South,25,231,10,209,0,10.59,15.15,0,0,26.4
2024-03-27,SKU_24,WH_1,SUP_2,West,33,509,2,288,0,6.14,10.22,0,0,36.25
2024-03-28,SKU_24,WH_4,SUP_3,North,20,578,13,301,0,7.11,12.19,0,0,23.43
2024-03-28,SKU_24,WH_3,SUP_3,South,24,207,10,209,0,10.59,15.15,0,0,18.71
2024-03-28,SKU_24,WH_1,SUP_2,South,31,478,2,288,0,6.14,10.22,0,0,29.02
2024-03-28,SKU_24,WH_5,SUP_4,South,41,655,7,313,392,7.27,12.17,1,0,41.85
2024-03-28,SKU_24,WH_2,SUP_7,South,31,628,5,365,0,19.69,29.64,0,0,23.01
2024-03-29,SKU_24,WH_1,SUP_2,South,30,448,2,288,0,6.14,10.22,0,0,33.2
2024-03-29,SKU_24,WH_3,SUP_3,West,36,462,10,209,291,10.59,15.15,0,0,45.67
2024-03-29,SKU_24,WH_5,SUP_4,North,21,634,7,313,0,7.27,12.17,0,0,25.2
2024-03-29,SKU_24,WH_4,SUP_3,North,33,545,13,301,0,7.11,12.19,0,0,32.33
2024-03-29,SKU_24,WH_2,SUP_7,East,39,589,5,365,0,19.69,29.64,0,0,41.73
2024-03-30,SKU_24,WH_2,SUP_7,West,30,559,5,365,0,19.69,29.64,0,0,32.44
2024-03-30,SKU_24,WH_1,SUP_2,West,32,416,2,288,0,6.14,10.22,0,0,29.1
2024-03-30,SKU_24,WH_3,SUP_3,West,34,428,10,209,0,10.59,15.15,0,0,33.11
2024-03-30,SKU_24,WH_4,SUP_3,South,27,518,13,301,0,7.11,12.19,0,0,28.08
2024-03-30,SKU_24,WH_5,SUP_4,East,29,605,7,313,0,7.27,12.17,0,0,28.17
2024-03-31,SKU_24,WH_3,SUP_3,North,30,398,10,209,0,10.59,15.15,0,0,27.31
2024-03-31,SKU_24,WH_4,SUP_3,East,24,494,13,301,0,7.11,12.19,0,0,19.31
2024-03-31,SKU_24,WH_2,SUP_7,North,33,526,5,365,0,19.69,29.64,0,0,29.9
2024-03-31,SKU_24,WH_1,SUP_2,West,26,390,2,288,0,6.14,10.22,0,0,26.52
2024-03-31,SKU_24,WH_5,SUP_4,East,23,582,7,313,0,7.27,12.17,0,0,24.65
2024-04-01,SKU_24,WH_5,SUP_4,East,34,548,7,313,0,7.27,12.17,0,0,33.84
2024-04-01,SKU_24,WH_2,SUP_7,North,36,490,5,365,0,19.69,29.64,1,0,36.25
2024-04-01,SKU_24,WH_3,SUP_3,East,24,374,10,209,0,10.59,15.15,0,0,20.07
2024-04-01,SKU_24,WH_1,SUP_2,South,40,350,2,288,0,6.14,10.22,0,0,42.82
2024-04-01,SKU_24,WH_4,SUP_3,West,28,466,13,301,0,7.11,12.19,0,0,26.17
2024-04-02,SKU_24,WH_5,SUP_4,South,33,515,7,313,0,7.27,12.17,0,0,36.08
2024-04-02,SKU_24,WH_3,SUP_3,West,23,351,10,209,0,10.59,15.15,0,0,20.29
2024-04-02,SKU_24,WH_2,SUP_7,South,22,468,5,365,0,19.69,29.64,0,0,29.08
2024-04-02,SKU_24,WH_1,SUP_2,North,25,325,2,288,0,6.14,10.22,0,0,23.57
2024-04-02,SKU_24,WH_4,SUP_3,North,26,440,13,301,0,7.11,12.19,0,0,26.4
2024-04-03,SKU_24,WH_1,SUP_2,North,24,301,2,288,0,6.14,10.22,0,0,23.46
2024-04-03,SKU_24,WH_5,SUP_4,North,46,469,7,313,0,7.27,12.17,1,0,45.32
2024-04-03,SKU_24,WH_3,SUP_3,South,30,321,10,209,0,10.59,15.15,0,0,26.94
2024-04-03,SKU_24,WH_4,SUP_3,North,23,417,13,301,0,7.11,12.19,0,0,23.08
2024-04-03,SKU_24,WH_2,SUP_7,West,31,437,5,365,0,19.69,29.64,0,0,28.78
2024-04-04,SKU_24,WH_5,SUP_4,South,24,445,7,313,0,7.27,12.17,0,0,22.38
2024-04-04,SKU_24,WH_1,SUP_2,South,37,264,2,288,0,6.14,10.22,0,0,35.68
2024-04-04,SKU_24,WH_4,SUP_3,South,25,392,13,301,0,7.11,12.19,0,0,21.95
2024-04-04,SKU_24,WH_2,SUP_7,North,27,410,5,365,0,19.69,29.64,0,0,30.44
2024-04-04,SKU_24,WH_3,SUP_3,North,24,297,10,209,0,10.59,15.15,0,0,25.49
2024-04-05,SKU_24,WH_4,SUP_3,North,30,362,13,301,0,7.11,12.19,0,0,24.62
2024-04-05,SKU_24,WH_5,SUP_4,North,26,419,7,313,0,7.27,12.17,0,0,28.06
2024-04-05,SKU_24,WH_3,SUP_3,North,23,274,10,209,0,10.59,15.15,0,0,25.93
2024-04-05,SKU_24,WH_2,SUP_7,West,32,378,5,365,0,19.69,29.64,0,0,34.22
2024-04-05,SKU_24,WH_1,SUP_2,West,23,596,2,288,355,6.14,10.22,0,0,28.08
2024-04-06,SKU_24,WH_3,SUP_3,West,24,250,10,209,0,10.59,15.15,0,0,25.97
2024-04-06,SKU_24,WH_4,SUP_3,West,37,325,13,301,0,7.11,12.19,0,0,35.79
2024-04-06,SKU_24,WH_2,SUP_7,West,27,351,5,365,0,19.69,29.64,0,0,26.95
2024-04-06,SKU_24,WH_1,SUP_2,South,31,565,2,288,0,6.14,10.22,0,0,24.84
2024-04-06,SKU_24,WH_5,SUP_4,West,21,398,7,313,0,7.27,12.17,0,0,17.29
2024-04-07,SKU_24,WH_2,SUP_7,North,36,662,5,365,347,19.69,29.64,0,0,37.07
2024-04-07,SKU_24,WH_1,SUP_2,North,33,532,2,288,0,6.14,10.22,0,0,35.08
2024-04-07,SKU_24,WH_4,SUP_3,North,37,288,13,301,0,7.11,12.19,0,0,38.5
2024-04-07,SKU_24,WH_5,SUP_4,West,30,368,7,313,0,7.27,12.17,0,0,28.25
2024-04-07,SKU_24,WH_3,SUP_3,North,17,233,10,209,0,10.59,15.15,0,0,16.44
2024-04-08,SKU_24,WH_2,SUP_7,South,20,642,5,365,0,19.69,29.64,0,0,23.02
2024-04-08,SKU_24,WH_3,SUP_3,East,31,202,10,209,0,10.59,15.15,0,0,32.38
2024-04-08,SKU_24,WH_1,SUP_2,East,24,508,2,288,0,6.14,10.22,0,0,25.07
2024-04-08,SKU_24,WH_5,SUP_4,East,39,329,7,313,0,7.27,12.17,0,0,38.93
2024-04-08,SKU_24,WH_4,SUP_3,East,30,487,13,301,229,7.11,12.19,0,0,32.83
2024-04-09,SKU_24,WH_5,SUP_4,North,34,295,7,313,0,7.27,12.17,0,0,38.4
2024-04-09,SKU_24,WH_4,SUP_3,East,24,463,13,301,0,7.11,12.19,0,0,23.96
2024-04-09,SKU_24,WH_1,SUP_2,South,30,478,2,288,0,6.14,10.22,0,0,30.89
2024-04-09,SKU_24,WH_2,SUP_7,East,26,616,5,365,0,19.69,29.64,0,0,25.71
2024-04-09,SKU_24,WH_3,SUP_3,North,38,429,10,209,265,10.59,15.15,0,0,38.12
2024-04-10,SKU_24,WH_4,SUP_3,North,39,424,13,301,0,7.11,12.19,0,0,36.84
2024-04-10,SKU_24,WH_3,SUP_3,East,24,405,10,209,0,10.59,15.15,0,0,22.26
2024-04-10,SKU_24,WH_1,SUP_2,North,34,444,2,288,0,6.14,10.22,0,0,30.81
2024-04-10,SKU_24,WH_2,SUP_7,West,27,589,5,365,0,19.69,29.64,0,0,25.66
2024-04-10,SKU_24,WH_5,SUP_4,East,33,585,7,313,323,7.27,12.17,0,0,33.49
2024-04-11,SKU_24,WH_5,SUP_4,South,42,543,7,313,0,7.27,12.17,1,0,37.44
2024-04-11,SKU_24,WH_2,SUP_7,North,32,557,5,365,0,19.69,29.64,0,0,31.42
2024-04-11,SKU_24,WH_3,SUP_3,East,26,379,10,209,0,10.59,15.15,0,0,20.88
2024-04-11,SKU_24,WH_1,SUP_2,East,31,413,2,288,0,6.14,10.22,0,0,34.8
2024-04-11,SKU_24,WH_4,SUP_3,South,25,399,13,301,0,7.11,12.19,0,0,28.31
2024-04-12,SKU_24,WH_5,SUP_4,South,24,519,7,313,0,7.27,12.17,0,0,25.87
2024-04-12,SKU_24,WH_4,SUP_3,South,29,370,13,301,0,7.11,12.19,0,0,27.93
2024-04-12,SKU_24,WH_2,SUP_7,East,28,529,5,365,0,19.69,29.64,0,0,28.78
2024-04-12,SKU_24,WH_3,SUP_3,South,30,349,10,209,0,10.59,15.15,0,0,31.38
2024-04-12,SKU_24,WH_1,SUP_2,North,34,379,2,288,0,6.14,10.22,0,0,36.86
2024-04-13,SKU_24,WH_3,SUP_3,South,35,314,10,209,0,10.59,15.15,0,0,35.35
2024-04-13,SKU_24,WH_4,SUP_3,East,28,342,13,301,0,7.11,12.19,0,0,32.73
2024-04-13,SKU_24,WH_1,SUP_2,West,30,349,2,288,0,6.14,10.22,0,0,32.43
2024-04-13,SKU_24,WH_2,SUP_7,West,25,504,5,365,0,19.69,29.64,0,0,22.93
2024-04-13,SKU_24,WH_5,SUP_4,East,24,495,7,313,0,7.27,12.17,0,0,24.04
2024-04-14,SKU_24,WH_5,SUP_4,West,33,462,7,313,0,7.27,12.17,0,0,33.99
2024-04-14,SKU_24,WH_1,SUP_2,North,33,316,2,288,0,6.14,10.22,0,0,33.09
2024-04-14,SKU_24,WH_2,SUP_7,East,24,480,5,365,0,19.69,29.64,0,0,22.72
2024-04-14,SKU_24,WH_3,SUP_3,South,41,273,10,209,0,10.59,15.15,0,0,38.82
2024-04-14,SKU_24,WH_4,SUP_3,South,25,317,13,301,0,7.11,12.19,0,0,24.89
2024-04-15,SKU_24,WH_1,SUP_2,East,25,291,2,288,0,6.14,10.22,0,0,24.37
2024-04-15,SKU_24,WH_4,SUP_3,North,27,290,13,301,0,7.11,12.19,0,0,23.47
2024-04-15,SKU_24,WH_2,SUP_7,South,28,452,5,365,0,19.69,29.64,0,0,30.43
2024-04-15,SKU_24,WH_5,SUP_4,South,45,417,7,313,0,7.27,12.17,1,0,43.44
2024-04-15,SKU_24,WH_3,SUP_3,West,26,247,10,209,0,10.59,15.15,0,0,23.97
