global_idx,Date,orig_Units_Sold,orig_Order_Quantity,action_idx,order_qty,demand_used,units_sold,inv_before,inv_after,reward,y_order_placed,stockout_flag
1808,2024-12-27,21,0,20,16,7,7,946,939,153.46558904109588,1,0
1809,2024-12-27,19,0,7,7,14,14,957,943,363.43775342465756,1,0
1810,2024-12-28,23,0,8,14,13,13,959,946,333.41687671232876,1,0
1811,2024-12-28,21,0,16,13,13,13,953,940,333.4586301369863,1,0
1812,2024-12-28,21,0,20,13,16,16,954,938,423.47254794520546,1,0
1813,2024-12-28,10,0,20,16,11,11,951,940,273.4586301369863,1,0
1814,2024-12-28,17,0,20,11,9,9,953,944,213.43079452054792,1,0
1815,2024-12-29,16,0,20,9,13,13,960,947,333.4099178082192,1,0
1816,2024-12-29,24,0,15,13,15,15,958,943,393.43775342465756,1,0
1817,2024-12-29,27,0,20,15,21,21,952,931,573.5212602739726,1,0
1818,2024-12-29,24,0,20,21,23,23,944,921,633.5908493150685,1,0
1819,2024-12-29,22,0,20,23,21,21,936,915,573.632602739726,1,0
1820,2024-12-30,20,0,2,21,15,15,936,921,393.5908493150685,1,0
1821,2024-12-30,22,0,20,15,13,13,944,931,333.5212602739726,1,0
1822,2024-12-30,27,0,20,13,18,18,952,934,483.50038356164384,1,0
1823,2024-12-30,15,0,20,18,16,16,949,933,423.5073424657534,1,0
1824,2024-12-30,22,0,9,16,12,12,946,934,303.50038356164384,1,0
1795,2024-12-25,17,0,19,455,16,16,409,393,427.2651506849315,1,0
1796,2024-12-25,17,0,20,132,13,13,393,380,337.35561643835615,1,0
1797,2024-12-25,8,0,2,13,7,7,835,828,154.23802739726028,1,0
1798,2024-12-25,23,0,11,7,15,15,960,945,393.42383561643834,1,0
1799,2024-12-25,13,0,8,15,18,18,958,940,483.45863013698636,1,0
1800,2024-12-26,28,0,18,18,13,13,947,934,333.50038356164384,1,0
1801,2024-12-26,18,0,20,13,10,10,949,939,243.46558904109588,1,0
1802,2024-12-26,20,0,12,10,8,8,957,949,183.396,1,0
1803,2024-12-26,9,0,18,8,15,15,962,947,393.4099178082192,1,0
1804,2024-12-26,7,0,18,15,15,15,957,942,393.44471232876714,1,0
1805,2024-12-27,5,0,20,15,12,12,950,938,303.47254794520546,1,0
1806,2024-12-27,17,0,20,12,17,17,953,936,453.4864657534247,1,0
1807,2024-12-27,27,0,20,17,15,15,951,936,393.4864657534247,1,0
1808,2024-12-27,21,0,20,15,19,19,948,929,513.5351780821918,1,0
1809,2024-12-27,19,0,20,19,15,15,946,931,393.5212602739726,1,0
1810,2024-12-28,23,0,19,15,15,15,946,931,393.5212602739726,1,0
1811,2024-12-28,21,0,1,15,13,13,950,937,333.47950684931504,1,0
1812,2024-12-28,21,0,7,13,12,12,952,940,303.4586301369863,1,0
1813,2024-12-28,10,0,20,12,14,14,955,941,363.4516712328767,1,0
1814,2024-12-28,17,0,20,14,13,13,954,941,333.4516712328767,1,0
1815,2024-12-29,16,0,20,13,15,15,953,938,393.47254794520546,1,0
1816,2024-12-29,24,0,20,15,11,11,952,941,273.4516712328767,1,0
1817,2024-12-29,27,0,20,11,15,15,954,939,393.4655890410959,1,0
1818,2024-12-29,24,0,20,15,9,9,954,945,213.42383561643834,1,0
1819,2024-12-29,22,0,19,9,17,17,956,939,453.4655890410959,1,0
1820,2024-12-30,20,0,0,0,17,17,954,937,503.47950684931504,0,0
1821,2024-12-30,22,0,12,34,22,22,946,924,603.5699726027398,1,0
1822,2024-12-30,27,0,20,22,15,15,924,909,393.67435616438354,1,0
1823,2024-12-30,15,0,20,15,13,13,943,930,333.52821917808217,1,0
1824,2024-12-30,22,0,17,13,7,7,952,945,153.42383561643837,1,0
1795,2024-12-25,17,0,13,311,19,19,409,390,517.2860273972602,1,0
1796,2024-12-25,17,0,4,96,13,13,390,377,337.37649315068495,1,0
1797,2024-12-25,8,0,2,48,17,17,688,671,455.33057534246575,1,0
1798,2024-12-25,23,0,2,48,15,15,767,752,394.76690410958906,1,0
1799,2024-12-25,13,0,20,132,16,16,800,784,424.5442191780822,1,0
1800,2024-12-26,28,0,20,16,10,10,832,822,244.27978082191783,1,0
1801,2024-12-26,18,0,20,10,11,11,954,943,273.43775342465756,1,0
1802,2024-12-26,20,0,20,11,21,21,959,938,573.4725479452055,1,0
1803,2024-12-26,9,0,20,21,24,24,948,924,663.5699726027398,1,0
1804,2024-12-26,7,0,20,24,24,24,935,911,663.6604383561644,1,0
1805,2024-12-27,5,0,20,24,14,14,932,918,363.61172602739725,1,0
1806,2024-12-27,17,0,5,14,15,15,942,927,393.54909589041097,1,0
1807,2024-12-27,27,0,1,15,16,16,951,935,423.49342465753426,1,0
1808,2024-12-27,21,0,2,16,17,17,949,932,453.514301369863,1,0
1809,2024-12-27,19,0,7,17,18,18,947,929,483.5351780821918,1,0
1810,2024-12-28,23,0,12,18,13,13,945,932,333.514301369863,1,0
1811,2024-12-28,21,0,15,13,15,15,949,934,393.50038356164384,1,0
1812,2024-12-28,21,0,8,15,21,21,952,931,573.5212602739726,1,0
1813,2024-12-28,10,0,15,21,23,23,944,921,633.5908493150685,1,0
1814,2024-12-28,17,0,0,0,15,15,936,921,443.5908493150685,0,0
1815,2024-12-29,16,0,16,38,16,16,942,926,423.55605479452055,1,0
1816,2024-12-29,24,0,18,16,10,10,926,916,243.62564383561642,1,0
1817,2024-12-29,27,0,15,10,14,14,954,940,363.4586301369863,1,0
1818,2024-12-29,24,0,20,14,11,11,956,945,273.42383561643834,1,0
1819,2024-12-29,22,0,9,11,15,15,955,940,393.4586301369863,1,0
1820,2024-12-30,20,0,6,15,24,24,954,930,663.5282191780822,1,0
1821,2024-12-30,22,0,10,24,26,26,941,915,723.632602739726,1,0
1822,2024-12-30,27,0,6,26,23,23,930,907,633.6882739726027,1,0
1823,2024-12-30,15,0,20,23,20,20,931,911,543.6604383561644,1,0
1824,2024-12-30,22,0,20,20,18,18,937,919,483.6047671232876,1,0
1795,2024-12-25,17,0,20,479,17,17,409,392,457.2721095890411,1,0
1796,2024-12-25,17,0,20,109,15,15,392,377,397.37649315068495,1,0
1797,2024-12-25,8,0,20,15,15,15,856,841,394.1475616438356,1,0
1798,2024-12-25,23,0,2,15,14,14,950,936,363.4864657534247,1,0
1799,2024-12-25,13,0,20,14,17,17,951,934,453.50038356164384,1,0
1800,2024-12-26,28,0,20,17,12,12,949,937,303.47950684931504,1,0
1801,2024-12-26,18,0,4,12,12,12,951,939,303.4655890410959,1,0
1802,2024-12-26,20,0,7,12,11,11,956,945,273.42383561643834,1,0
1803,2024-12-26,9,0,14,11,10,10,957,947,243.40991780821918,1,0
1804,2024-12-26,7,0,11,10,11,11,959,948,273.4029589041096,1,0
1805,2024-12-27,5,0,20,11,10,10,959,949,243.39600000000002,1,0
1806,2024-12-27,17,0,8,10,13,13,959,946,333.41687671232876,1,0
1807,2024-12-27,27,0,7,13,10,10,957,947,243.40991780821918,1,0
1808,2024-12-27,21,0,20,10,9,9,957,948,213.4029589041096,1,0
1809,2024-12-27,19,0,19,9,16,16,961,945,423.42383561643834,1,0
1810,2024-12-28,23,0,7,16,19,19,955,936,513.4864657534247,1,0
1811,2024-12-28,21,0,4,19,11,11,945,934,273.50038356164384,1,0
1812,2024-12-28,21,0,12,11,13,13,950,937,333.47950684931504,1,0
1813,2024-12-28,10,0,20,13,13,13,956,943,333.43775342465756,1,0
1814,2024-12-28,17,0,5,13,17,17,954,937,453.47950684931504,1,0
1815,2024-12-29,16,0,17,17,12,12,950,938,303.47254794520546,1,0
1816,2024-12-29,24,0,20,12,12,12,951,939,303.4655890410959,1,0
1817,2024-12-29,27,0,13,12,11,11,956,945,273.42383561643834,1,0
1818,2024-12-29,24,0,14,11,16,16,957,941,423.4516712328767,1,0
1819,2024-12-29,22,0,11,16,21,21,953,932,573.514301369863,1,0
1820,2024-12-30,20,0,4,21,17,17,943,926,453.55605479452055,1,0
1821,2024-12-30,22,0,20,17,23,23,942,919,633.6047671232876,1,0
1822,2024-12-30,27,0,20,23,19,19,940,921,513.5908493150685,1,0
1823,2024-12-30,15,0,20,19,17,17,938,921,453.5908493150685,1,0
1824,2024-12-30,22,0,12,17,10,10,944,934,243.50038356164384,1,0
1795,2024-12-25,17,0,20,479,10,10,409,399,247.223397260274,1,0
1796,2024-12-25,17,0,1,24,13,13,399,386,337.3138630136986,1,0
1797,2024-12-25,8,0,5,91,14,14,865,851,364.07797260273975,1,0
1798,2024-12-25,23,0,11,14,20,20,875,855,544.0501369863014,1,0
1799,2024-12-25,13,0,13,20,18,18,946,928,483.54213698630133,1,0
1800,2024-12-26,28,0,13,18,16,16,942,926,423.55605479452055,1,0
1801,2024-12-26,18,0,8,16,16,16,946,930,423.52821917808217,1,0
1802,2024-12-26,20,0,15,16,16,16,948,932,423.514301369863,1,0
1803,2024-12-26,9,0,13,16,14,14,948,934,363.50038356164384,1,0
1804,2024-12-26,7,0,18,14,8,8,950,942,183.4447123287671,1,0
1805,2024-12-27,5,0,20,8,11,11,958,947,273.4099178082192,1,0
1806,2024-12-27,17,0,20,11,15,15,961,946,393.41687671232876,1,0
1807,2024-12-27,27,0,9,15,11,11,954,943,273.43775342465756,1,0
1808,2024-12-27,21,0,20,11,12,12,954,942,303.44471232876714,1,0
1809,2024-12-27,19,0,4,12,17,17,957,940,453.4586301369863,1,0
1810,2024-12-28,23,0,20,17,18,18,951,933,483.5073424657535,1,0
1811,2024-12-28,21,0,20,18,12,12,945,933,303.5073424657534,1,0
1812,2024-12-28,21,0,20,12,11,11,950,939,273.4655890410959,1,0
1813,2024-12-28,10,0,20,11,13,13,957,944,333.4307945205479,1,0
1814,2024-12-28,17,0,4,13,12,12,956,944,303.4307945205479,1,0
1815,2024-12-29,16,0,20,12,19,19,955,936,513.4864657534247,1,0
1816,2024-12-29,24,0,7,19,18,18,949,931,483.52126027397264,1,0
1817,2024-12-29,27,0,0,0,10,10,943,933,293.5073424657534,0,0
1818,2024-12-29,24,0,3,28,16,16,952,936,423.4864657534247,1,0
1819,2024-12-29,22,0,20,16,18,18,936,918,483.61172602739725,1,0
1820,2024-12-30,20,0,20,18,18,18,946,928,483.54213698630133,1,0
1821,2024-12-30,22,0,1,18,11,11,944,933,273.5073424657534,1,0
1822,2024-12-30,27,0,20,11,13,13,951,938,333.47254794520546,1,0
1823,2024-12-30,15,0,20,13,8,8,956,948,183.4029589041096,1,0
1824,2024-12-30,22,0,8,8,15,15,959,944,393.4307945205479,1,0
1795,2024-12-25,17,0,20,479,11,11,409,398,277.2303561643836,1,0
1796,2024-12-25,17,0,20,103,13,13,398,385,337.32082191780825,1,0
1797,2024-12-25,8,0,15,13,13,13,864,851,334.07797260273975,1,0
1798,2024-12-25,23,0,20,13,14,14,954,940,363.4586301369863,1,0
1799,2024-12-25,13,0,9,14,16,16,953,937,423.47950684931504,1,0
1800,2024-12-26,28,0,4,16,12,12,950,938,303.47254794520546,1,0
1801,2024-12-26,18,0,5,12,13,13,952,939,333.4655890410959,1,0
1802,2024-12-26,20,0,20,13,26,26,955,929,723.5351780821918,1,0
1803,2024-12-26,9,0,20,26,22,22,941,919,603.6047671232876,1,0
1804,2024-12-26,7,0,2,22,18,18,932,914,483.6395616438356,1,0
1805,2024-12-27,5,0,20,18,24,24,940,916,663.6256438356164,1,0
1806,2024-12-27,17,0,15,24,25,25,938,913,693.6465205479452,1,0
1807,2024-12-27,27,0,11,25,12,12,931,919,303.6047671232877,1,0
1808,2024-12-27,21,0,20,12,11,11,943,932,273.514301369863,1,0
1809,2024-12-27,19,0,16,11,16,16,957,941,423.4516712328767,1,0
1810,2024-12-28,23,0,20,16,22,22,953,931,603.5212602739726,1,0
1811,2024-12-28,21,0,9,22,10,10,942,932,243.514301369863,1,0
1812,2024-12-28,21,0,2,10,14,14,948,934,363.50038356164384,1,0
1813,2024-12-28,10,0,8,14,6,6,956,950,123.3890410958904,1,0
1814,2024-12-28,17,0,3,6,14,14,960,946,363.41687671232876,1,0
1815,2024-12-29,16,0,20,14,19,19,960,941,513.4516712328767,1,0
1816,2024-12-29,24,0,12,19,7,7,947,940,153.4586301369863,1,0
1817,2024-12-29,27,0,2,7,12,12,954,942,303.44471232876714,1,0
1818,2024-12-29,24,0,20,12,15,15,961,946,393.41687671232876,1,0
1819,2024-12-29,22,0,12,15,12,12,953,941,303.4516712328767,1,0
1820,2024-12-30,20,0,20,12,23,23,953,930,633.5282191780822,1,0
1821,2024-12-30,22,0,4,23,14,14,945,931,363.5212602739726,1,0
1822,2024-12-30,27,0,17,14,14,14,943,929,363.5351780821918,1,0
1823,2024-12-30,15,0,20,14,8,8,952,944,183.43079452054795,1,0
1824,2024-12-30,22,0,20,8,11,11,958,947,273.4099178082192,1,0
1795,2024-12-25,17,0,20,479,8,8,409,401,187.2094794520548,1,0
1796,2024-12-25,17,0,4,96,12,12,401,389,307.29298630136987,1,0
1797,2024-12-25,8,0,20,16,14,14,868,854,364.05709589041095,1,0
1798,2024-12-25,23,0,20,14,24,24,950,926,663.5560547945205,1,0
1799,2024-12-25,13,0,11,24,12,12,942,930,303.52821917808217,1,0
1800,2024-12-26,28,0,20,12,18,18,944,926,483.5560547945205,1,0
1801,2024-12-26,18,0,20,18,16,16,950,934,423.50038356164384,1,0
1802,2024-12-26,20,0,20,16,16,16,946,930,423.52821917808217,1,0
1803,2024-12-26,9,0,20,16,15,15,948,933,393.5073424657534,1,0
1804,2024-12-26,7,0,20,15,19,19,949,930,513.5282191780822,1,0
1805,2024-12-27,5,0,20,19,16,16,946,930,423.52821917808217,1,0
1806,2024-12-27,17,0,20,16,12,12,945,933,303.5073424657534,1,0
1807,2024-12-27,27,0,16,12,16,16,952,936,423.4864657534247,1,0
1808,2024-12-27,21,0,17,16,9,9,952,943,213.43775342465756,1,0
1809,2024-12-27,19,0,2,9,17,17,955,938,453.47254794520546,1,0
1810,2024-12-28,23,0,10,17,16,16,954,938,423.47254794520546,1,0
1811,2024-12-28,21,0,11,16,16,16,947,931,423.5212602739726,1,0
1812,2024-12-28,21,0,5,16,26,26,948,922,723.5838904109589,1,0
1813,2024-12-28,10,0,7,26,26,26,938,912,723.6534794520547,1,0
1814,2024-12-28,17,0,16,26,22,22,928,906,603.6952328767123,1,0
1815,2024-12-29,16,0,19,22,12,12,932,920,303.5978082191781,1,0
1816,2024-12-29,24,0,20,12,11,11,946,935,273.49342465753426,1,0
1817,2024-12-29,27,0,5,11,12,12,957,945,303.42383561643834,1,0
1818,2024-12-29,24,0,20,12,14,14,957,943,363.43775342465756,1,0
1819,2024-12-29,22,0,19,14,15,15,954,939,393.4655890410959,1,0
1820,2024-12-30,20,0,10,15,10,10,951,941,243.45167123287672,1,0
1821,2024-12-30,22,0,13,10,18,18,955,937,483.47950684931504,1,0
1822,2024-12-30,27,0,13,18,17,17,952,935,453.49342465753426,1,0
1823,2024-12-30,15,0,20,17,13,13,945,932,333.514301369863,1,0
1824,2024-12-30,22,0,3,13,11,11,950,939,273.4655890410959,1,0
1795,2024-12-25,17,0,20,479,17,17,409,392,457.2721095890411,1,0
1796,2024-12-25,17,0,20,109,13,13,392,379,337.36257534246573,1,0
1797,2024-12-25,8,0,20,13,6,6,858,852,124.07101369863014,1,0
1798,2024-12-25,23,0,20,6,7,7,961,954,153.36120547945205,1,0
1799,2024-12-25,13,0,17,7,9,9,967,958,213.33336986301367,1,0
1800,2024-12-26,28,0,20,9,12,12,964,952,303.3751232876712,1,0
1801,2024-12-26,18,0,20,12,9,9,959,950,213.38904109589043,1,0
1802,2024-12-26,20,0,18,9,12,12,959,947,303.4099178082192,1,0
1803,2024-12-26,9,0,20,12,14,14,959,945,363.42383561643834,1,0
1804,2024-12-26,7,0,20,14,6,6,954,948,123.4029589041096,1,0
1805,2024-12-27,5,0,20,6,8,8,960,952,183.37512328767124,1,0
1806,2024-12-27,17,0,20,8,6,6,966,960,123.31945205479451,1,0
1807,2024-12-27,27,0,20,6,20,20,966,946,543.4168767123288,1,0
1808,2024-12-27,21,0,20,20,25,25,954,929,693.5351780821918,1,0
1809,2024-12-27,19,0,0,0,23,23,935,912,683.6534794520547,0,0
1810,2024-12-28,23,0,0,0,19,19,932,913,563.6465205479452,0,0
1811,2024-12-28,21,0,20,67,16,16,913,897,423.7578630136986,1,0
1812,2024-12-28,21,0,7,16,20,20,897,877,543.8970410958904,1,0
1813,2024-12-28,10,0,0,0,21,21,944,923,623.5769315068493,0,0
1814,2024-12-28,17,0,19,41,15,15,939,924,393.5699726027397,1,0
1815,2024-12-29,16,0,2,15,20,20,924,904,543.7091506849315,1,0
1816,2024-12-29,24,0,20,20,25,25,945,920,693.5978082191781,1,0
1817,2024-12-29,27,0,7,25,19,19,935,916,513.6256438356164,1,0
1818,2024-12-29,24,0,20,19,14,14,936,922,363.58389041095893,1,0
1819,2024-12-29,22,0,20,14,18,18,947,929,483.5351780821918,1,0
1820,2024-12-30,20,0,20,18,9,9,948,939,213.46558904109588,1,0
1821,2024-12-30,22,0,10,9,18,18,953,935,483.4934246575342,1,0
1822,2024-12-30,27,0,12,18,25,25,953,928,693.5421369863013,1,0
1823,2024-12-30,15,0,3,25,23,23,937,914,633.6395616438356,1,0
1824,2024-12-30,22,0,20,23,18,18,932,914,483.6395616438356,1,0
1795,2024-12-25,17,0,20,479,10,10,409,399,247.223397260274,1,0
1796,2024-12-25,17,0,0,0,15,15,399,384,447.3277808219178,0,0
1797,2024-12-25,8,0,3,72,11,11,863,852,274.0710136986301,1,0
1798,2024-12-25,23,0,20,56,13,13,852,839,334.1614794520548,1,0
1799,2024-12-25,13,0,18,13,8,8,911,903,183.71610958904108,1,0
1800,2024-12-26,28,0,4,8,8,8,959,951,183.38208219178082,1,0
1801,2024-12-26,18,0,14,8,14,14,964,950,363.38904109589043,1,0
1802,2024-12-26,20,0,5,14,6,6,958,952,123.37512328767124,1,0
1803,2024-12-26,9,0,12,6,11,11,960,949,273.396,1,0
1804,2024-12-26,7,0,16,11,16,16,963,947,423.4099178082192,1,0
1805,2024-12-27,5,0,16,16,10,10,953,943,243.43775342465756,1,0
1806,2024-12-27,17,0,9,10,14,14,954,940,363.4586301369863,1,0
1807,2024-12-27,27,0,20,14,14,14,956,942,363.44471232876714,1,0
1808,2024-12-27,21,0,20,14,9,9,952,943,213.43775342465756,1,0
1809,2024-12-27,19,0,6,9,12,12,957,945,303.42383561643834,1,0
1810,2024-12-28,23,0,20,12,18,18,959,941,483.4516712328767,1,0
1811,2024-12-28,21,0,14,18,27,27,950,923,753.5769315068493,1,0
1812,2024-12-28,21,0,20,27,23,23,935,912,633.6534794520547,1,0
1813,2024-12-28,10,0,17,23,20,20,930,910,543.667397260274,1,0
1814,2024-12-28,17,0,19,20,16,16,937,921,423.5908493150685,1,0
1815,2024-12-29,16,0,7,16,10,10,944,934,243.50038356164384,1,0
1816,2024-12-29,24,0,20,10,16,16,954,938,423.47254794520546,1,0
1817,2024-12-29,27,0,15,16,12,12,954,942,303.44471232876714,1,0
1818,2024-12-29,24,0,6,12,11,11,952,941,273.4516712328767,1,0
1819,2024-12-29,22,0,20,11,14,14,957,943,363.43775342465756,1,0
1820,2024-12-30,20,0,20,14,16,16,955,939,423.4655890410959,1,0
1821,2024-12-30,22,0,8,16,13,13,950,937,333.47950684931504,1,0
1822,2024-12-30,27,0,13,13,15,15,951,936,393.4864657534247,1,0
1823,2024-12-30,15,0,20,15,16,16,952,936,423.4864657534247,1,0
1824,2024-12-30,22,0,14,16,19,19,949,930,513.5282191780822,1,0
1795,2024-12-25,17,0,20,479,8,8,409,401,187.2094794520548,1,0
1796,2024-12-25,17,0,16,100,11,11,401,390,277.2860273972603,1,0
1797,2024-12-25,8,0,20,11,16,16,869,853,424.06405479452053,1,0
1798,2024-12-25,23,0,20,16,16,16,953,937,423.47950684931504,1,0
1799,2024-12-25,13,0,20,16,9,9,948,939,213.46558904109588,1,0
1800,2024-12-26,28,0,20,9,19,19,955,936,513.4864657534247,1,0
1801,2024-12-26,18,0,11,19,18,18,952,934,483.50038356164384,1,0
1802,2024-12-26,20,0,4,18,10,10,943,933,243.50734246575342,1,0
1803,2024-12-26,9,0,17,10,12,12,952,940,303.4586301369863,1,0
1804,2024-12-26,7,0,20,12,14,14,958,944,363.4307945205479,1,0
1805,2024-12-27,5,0,20,14,16,16,954,938,423.47254794520546,1,0
1806,2024-12-27,17,0,20,16,8,8,950,942,183.4447123287671,1,0
1807,2024-12-27,27,0,20,8,15,15,956,941,393.4516712328767,1,0
1808,2024-12-27,21,0,20,15,16,16,957,941,423.4516712328767,1,0
1809,2024-12-27,19,0,10,16,17,17,949,932,453.514301369863,1,0
1810,2024-12-28,23,0,4,17,23,23,947,924,633.5699726027398,1,0
1811,2024-12-28,21,0,20,23,14,14,940,926,363.55605479452055,1,0
1812,2024-12-28,21,0,16,14,9,9,943,934,213.50038356164384,1,0
1813,2024-12-28,10,0,12,9,15,15,957,942,393.44471232876714,1,0
1814,2024-12-28,17,0,20,15,10,10,956,946,243.41687671232876,1,0
1815,2024-12-29,16,0,2,10,16,16,955,939,423.4655890410959,1,0
1816,2024-12-29,24,0,20,16,10,10,954,944,243.43079452054792,1,0
1817,2024-12-29,27,0,20,10,6,6,954,948,123.4029589041096,1,0
1818,2024-12-29,24,0,20,6,12,12,964,952,303.3751232876712,1,0
1819,2024-12-29,22,0,12,12,16,16,962,946,423.41687671232876,1,0
1820,2024-12-30,20,0,7,16,27,27,952,925,753.5630136986301,1,0
1821,2024-12-30,22,0,20,27,19,19,937,918,513.6117260273973,1,0
1822,2024-12-30,27,0,20,19,16,16,934,918,423.61172602739725,1,0
1823,2024-12-30,15,0,20,16,24,24,945,921,663.5908493150685,1,0
1824,2024-12-30,22,0,20,24,13,13,940,927,333.54909589041097,1,0
1795,2024-12-25,17,0,7,168,12,12,409,397,307.23731506849316,1,0
1796,2024-12-25,17,0,20,415,10,10,397,387,247.30690410958903,1,0
1797,2024-12-25,8,0,5,10,20,20,555,535,546.2769863013699,1,0
1798,2024-12-25,23,0,20,20,20,20,950,930,543.5282191780822,1,0
1799,2024-12-25,13,0,20,20,19,19,940,921,513.5908493150685,1,0
1800,2024-12-26,28,0,4,19,16,16,941,925,423.56301369863013,1,0
1801,2024-12-26,18,0,10,16,22,22,945,923,603.5769315068493,1,0
1802,2024-12-26,20,0,16,22,17,17,942,925,453.56301369863013,1,0
1803,2024-12-26,9,0,1,17,12,12,941,929,303.5351780821918,1,0
1804,2024-12-26,7,0,5,12,15,15,951,936,393.4864657534247,1,0
1805,2024-12-27,5,0,20,15,10,10,953,943,243.43775342465756,1,0
1806,2024-12-27,17,0,20,10,13,13,955,942,333.44471232876714,1,0
1807,2024-12-27,27,0,20,13,16,16,957,941,423.4516712328767,1,0
1808,2024-12-27,21,0,20,16,12,12,951,939,303.4655890410959,1,0
1809,2024-12-27,19,0,1,12,14,14,952,938,363.47254794520546,1,0
1810,2024-12-28,23,0,9,14,19,19,954,935,513.4934246575342,1,0
1811,2024-12-28,21,0,20,19,11,11,947,936,273.4864657534247,1,0
1812,2024-12-28,21,0,15,11,11,11,950,939,273.4655890410959,1,0
1813,2024-12-28,10,0,20,11,13,13,958,945,333.42383561643834,1,0
1814,2024-12-28,17,0,6,13,13,13,956,943,333.43775342465756,1,0
1815,2024-12-29,16,0,7,13,15,15,954,939,393.4655890410959,1,0
1816,2024-12-29,24,0,6,15,18,18,952,934,483.50038356164384,1,0
1817,2024-12-29,27,0,9,18,20,20,947,927,543.549095890411,1,0
1818,2024-12-29,24,0,1,20,23,23,942,919,633.6047671232876,1,0
1819,2024-12-29,22,0,20,23,17,17,937,920,453.5978082191781,1,0
1820,2024-12-30,20,0,15,17,13,13,940,927,333.54909589041097,1,0
1821,2024-12-30,22,0,9,13,18,18,950,932,483.514301369863,1,0
1822,2024-12-30,27,0,1,18,13,13,949,936,333.4864657534247,1,0
1823,2024-12-30,15,0,20,13,16,16,949,933,423.5073424657534,1,0
1824,2024-12-30,22,0,4,16,6,6,951,945,123.42383561643837,1,0
1795,2024-12-25,17,0,20,479,20,20,409,389,547.2929863013699,1,0
1796,2024-12-25,17,0,20,112,17,17,389,372,457.41128767123286,1,0
1797,2024-12-25,8,0,15,17,15,15,851,836,394.1823561643836,1,0
1798,2024-12-25,23,0,17,15,16,16,948,932,423.514301369863,1,0
1799,2024-12-25,13,0,20,16,12,12,949,937,303.47950684931504,1,0
1800,2024-12-26,28,0,7,12,12,12,952,940,303.4586301369863,1,0
1801,2024-12-26,18,0,2,12,10,10,956,946,243.41687671232876,1,0
1802,2024-12-26,20,0,20,10,16,16,958,942,423.44471232876714,1,0
1803,2024-12-26,9,0,2,16,20,20,954,934,543.5003835616438,1,0
1804,2024-12-26,7,0,5,20,16,16,944,928,423.5421369863014,1,0
1805,2024-12-27,5,0,1,16,17,17,944,927,453.54909589041097,1,0
1806,2024-12-27,17,0,20,17,11,11,947,936,273.4864657534247,1,0
1807,2024-12-27,27,0,20,11,15,15,952,937,393.47950684931504,1,0
1808,2024-12-27,21,0,18,15,15,15,954,939,393.4655890410959,1,0
1809,2024-12-27,19,0,20,15,17,17,950,933,453.5073424657534,1,0
1810,2024-12-28,23,0,20,17,10,10,948,938,243.47254794520546,1,0
1811,2024-12-28,21,0,11,10,20,20,953,933,543.5073424657535,1,0
1812,2024-12-28,21,0,20,20,24,24,950,926,663.5560547945205,1,0
1813,2024-12-28,10,0,9,24,21,21,936,915,573.632602739726,1,0
1814,2024-12-28,17,0,20,21,21,21,935,914,573.6395616438356,1,0
1815,2024-12-29,16,0,20,21,9,9,938,929,213.5351780821918,1,0
1816,2024-12-29,24,0,20,9,15,15,950,935,393.49342465753426,1,0
1817,2024-12-29,27,0,20,15,18,18,956,938,483.4725479452055,1,0
1818,2024-12-29,24,0,0,0,18,18,947,929,533.5351780821918,0,0
1819,2024-12-29,22,0,0,0,16,16,944,928,473.5421369863014,0,0
1820,2024-12-30,20,0,12,52,16,16,928,912,423.6534794520548,1,0
1821,2024-12-30,22,0,20,16,13,13,912,899,333.74394520547946,1,0
1822,2024-12-30,27,0,13,13,21,21,951,930,573.5282191780822,1,0
1823,2024-12-30,15,0,14,21,16,16,946,930,423.52821917808217,1,0
1824,2024-12-30,22,0,11,16,9,9,943,934,213.50038356164384,1,0
1795,2024-12-25,17,0,19,455,12,12,409,397,307.23731506849316,1,0
1796,2024-12-25,17,0,7,128,13,13,397,384,337.3277808219178,1,0
1797,2024-12-25,8,0,20,13,10,10,839,829,244.2310684931507,1,0
1798,2024-12-25,23,0,20,10,15,15,957,942,393.44471232876714,1,0
1799,2024-12-25,13,0,20,15,21,21,955,934,573.5003835616438,1,0
1800,2024-12-26,28,0,20,21,14,14,944,930,363.52821917808217,1,0
1801,2024-12-26,18,0,20,14,8,8,945,937,183.47950684931507,1,0
1802,2024-12-26,20,0,3,8,11,11,958,947,273.4099178082192,1,0
1803,2024-12-26,9,0,20,11,9,9,961,952,213.37512328767122,1,0
1804,2024-12-26,7,0,20,9,10,10,960,950,243.38904109589043,1,0
1805,2024-12-27,5,0,20,10,6,6,961,955,123.35424657534247,1,0
1806,2024-12-27,17,0,15,6,12,12,964,952,303.3751232876712,1,0
1807,2024-12-27,27,0,17,12,12,12,962,950,303.38904109589043,1,0
1808,2024-12-27,21,0,7,12,10,10,956,946,243.41687671232876,1,0
1809,2024-12-27,19,0,20,10,12,12,958,946,303.41687671232876,1,0
1810,2024-12-28,23,0,19,12,16,16,958,942,423.44471232876714,1,0
1811,2024-12-28,21,0,5,16,16,16,952,936,423.4864657534247,1,0
1812,2024-12-28,21,0,0,0,16,16,948,932,473.514301369863,0,0
1813,2024-12-28,10,0,6,32,17,17,948,931,453.5212602739726,1,0
1814,2024-12-28,17,0,20,17,15,15,931,916,393.6256438356164,1,0
